id,latitude,longitude,name,full_address,city,state,phone_number,timings,services_offered,,,,,
1.27E+10,28.58682,77.0716,Saini Tyres,"Saini Tyres & Tubeless Patch Corner, National Highway 9, Bahadurgarh, Haryana 124507",Bahadurgarh,Haryana,+91 11 2536 5678,09:00 AM - 08:30 PM,"Tyre sales, Wheel alignment, Nitrogen inflation",,,,,
1.28E+10,28.55323,77.2407,Apollo Pharmacy,"Apollo Pharmacy & Tyre Lounge Hub, National Highway 9, Bahadurgarh, Haryana 124507",Bahadurgarh,Haryana,+91 98100 88990,09:00 AM - 09:00 PM,"Emergency puncture service, Tyre condition check",,,,,
1.33E+10,29.99881,75.39523,Good Luck Tyres,"Good Luck Tyres & Multi Brand Showroom, National Highway 54, Sri Ganganagar, Rajasthan 335001",Sri Ganganagar,Rajasthan,+91 98150 12345,08:00 AM - 08:00 PM,"Puncture repair, Heavy truck tyre service",,,,,
1.33E+10,28.9685,77.7273,Shivalik Tyres,"Shivalik Tyres & Wheel Realignment Plaza, National Highway 10, Rohtak, Haryana 124001",Rohtak,Haryana,+91 121 260 1234,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, New tyre sales",,,,,
1.36E+10,28.60432,77.29314,Mayur Tyre,"Mayur Tyres & Tubeless Patch Hub, Outer Ring Road, Rohini, New Delhi 110085",Rohini,Delhi,+91 11 2275 1234,08:30 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tubeless patch",,,,,
1.37E+10,28.97046,77.72107,Mohan Tire Sole,"Mohan Tyres & Vulcanizing Clinic, National Highway 10, Rohtak, Haryana 124001",Rohtak,Haryana,+91 121 264 5678,09:00 AM - 08:00 PM,"Tyre replacement, Wheel alignment",,,,,
1.38E+10,28.61919,77.28582,Goodyear Autocare,"Goodyear Tyre Clinic & 3D Wheel Alignment Center, Outer Ring Road, Rohini, New Delhi 110085",Rohini,Delhi,+91 11 2244 1122,09:00 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
3.34E+09,27.69784,84.42066,saksham tyre centre,"saksham tyre clinic & Heavy Vulcanizing Station, National Highway 28, Kushinagar, Uttar Pradesh 274402",Kushinagar,Uttar Pradesh,+91 5564 221234,08:30 AM - 08:00 PM,"Tyre sales, Puncture repair, Wheel balancing",,,,,
3.39E+09,27.67449,84.43175,the brothers car decor,"the brothers tyre shop & Emergency Puncture Corner, National Highway 28, Kushinagar, Uttar Pradesh 274402",Kushinagar,Uttar Pradesh,+91 5564 225678,08:00 AM - 08:30 PM,"Tubeless tire patch, Truck tyre repair",,,,,
4.18E+09,28.21881,83.99052,Trithunga Trading Ceoncern Pvt. Ltd.,"Trithunga Tyres & Multi Brand Lounge, National Highway 28, Gorakhpur, Uttar Pradesh 273001",Gorakhpur,Uttar Pradesh,+91 94150 12345,08:30 AM - 08:00 PM,"Multi-brand tyres, Wheel alignment",,,,,
5.38E+09,28.09527,81.65174,Royal Retrends Pvt . Ltd,"Royal Retreading House & Tyre Care Plaza, National Highway 2, Faizabad, Uttar Pradesh 224001",Faizabad,Uttar Pradesh,+91 5252 231234,09:00 AM - 08:00 PM,"Wheel alignment, Tyre replacement, Balancing",,,,,
5.40E+09,28.06572,81.63621,Jaya Bageshori Tires Resoling Centre,"Jaya Bageshwari Tyres & 3D Wheel Realignment Lounge, National Highway 2, Faizabad, Uttar Pradesh 224001",Faizabad,Uttar Pradesh,+91 5252 234567,08:30 AM - 08:30 PM,"Puncture repair, New and used tyres",,,,,
5.40E+09,28.06685,81.63664,Jay Bageshwari Tyres Pvt Ltd,"Jay Bageshwari Tyre Clinic & Vulcanizing Hub, National Highway 2, Faizabad, Uttar Pradesh 224001",Faizabad,Uttar Pradesh,+91 5252 234568,08:30 AM - 08:00 PM,"Wheel alignment, Wheel balancing, Tubeless care",,,,,
5.40E+09,28.07248,81.6328,MRF Exclusive,"MRF Exclusive Showroom & Tyre Hub, National Highway 2, Faizabad, Uttar Pradesh 224001",Faizabad,Uttar Pradesh,+91 5252 235678,09:00 AM - 08:00 PM,"Tyre sales, Authorized warranty replacement",,,,,
5.46E+09,28.19124,83.95465,Shakti Tyre Marmat Kendra,"Shakti Tyres & Tubeless Patch Corner, National Highway 28, Gorakhpur, Uttar Pradesh 273001",Gorakhpur,Uttar Pradesh,+91 5544 221234,08:30 AM - 08:00 PM,"Tyre sales, Puncture repair, Nitrogen air",,,,,
5.99E+09,27.51827,83.45352,Shree Balaji Tyre House,"Shree Balaji Tyres & Multi Brand Showroom, National Highway 27, Gopalganj, Bihar 841428",Gopalganj,Bihar,+91 5544 225678,08:30 AM - 08:30 PM,"Wheel alignment, Puncture repair, Tyre sales",,,,,
6.33E+09,27.56565,83.71529,Shree Shakti Tyer workshop,"Shree Shanti Tyres & Wheel Realignment Plaza, National Highway 27, Gopalganj, Bihar 841428",Gopalganj,Bihar,+91 551 224 1234,09:00 AM - 08:00 PM,"Tyre replacement, Wheel balancing",,,,,
8.90E+09,25.56861,78.81018,Apollo Tyres Anil Traders,"Apollo Tyres & Service Franchise, National Highway 27, Kota, Rajasthan 324001",Kota,Rajasthan,+91 7683 241234,09:00 AM - 08:00 PM,"Tyre replacement, Wheel alignment, Nitrogen air",,,,,
9.65E+09,29.20072,79.48731,Saxena Tyres,"Saxena Tyres & Multi Brand Lounge, National Highway 30, Bareilly, Uttar Pradesh 243001",Bareilly,Uttar Pradesh,+91 5946 221234,09:00 AM - 08:00 PM,"Tyre replacement, Wheel balancing",,,,,
9.80E+09,27.51484,83.43408,Apollo Tyres,"Apollo Tyres Exclusive Lounge, Siddhartha Highway, Butwal, Lumbini Province, Nepal 32907",Butwal,Lumbini Province,+91 551 220 1122,08:30 AM - 08:30 PM,"Tyre sales, Alignment, Nitrogen inflation",,,,,
9.80E+09,27.51618,83.43912,Resunga Tire House,"Resunga Tyres & 3D Wheel Realignment Plaza, Siddhartha Highway, Butwal, Lumbini Province, Nepal 32907",Butwal,Lumbini Province,+91 551 220 3344,09:00 AM - 08:00 PM,"Multi-brand tyres, Tube patch, Wheel balancing",,,,,
9.81E+09,27.52241,83.45519,Shakti Tire & Retread,"Shakti Tyre Clinic & Heavy Vulcanizing Unit, Siddhartha Highway, Bhairahawa, Lumbini Province, Nepal 32900",Bhairahawa,Lumbini Province,+91 5544 221122,08:30 AM - 08:00 PM,"Tyre sales, Puncture repair, Tubeless repair",,,,,
9.81E+09,27.51981,83.45451,Om Sau Tire Battery Suppliers,"Om Sau Tyres & Tubeless Patch Hub, Siddhartha Highway, Bhairahawa, Lumbini Province, Nepal 32900",Bhairahawa,Lumbini Province,+91 94151 12345,08:00 AM - 08:30 PM,"Puncture repair, Wheel alignment, Air check",,,,,
9.81E+09,27.51911,83.45376,Apollo Tyres,"Apollo Tyres & Service Station, Siddhartha Highway, Bhairahawa, Lumbini Province, Nepal 32900",Bhairahawa,Lumbini Province,+91 5544 223456,09:00 AM - 08:30 PM,"Tyre replacement, Authorized warranty support",,,,,
9.81E+09,27.51872,83.44952,Bhairawaha Tire House,"Bhairahawa Highway Emergency Puncture Hub, Siddhartha Highway, Bhairahawa, Lumbini Province, Nepal 32900",Bhairahawa,Lumbini Province,+91 94152 34567,24 Hours,"24/7 Roadside assistance, Heavy truck tire service",,,,,
1.08E+10,28.22149,83.97796,Dakshinkali Tyre Marmat Centre,"Dakshinkali Tyre Care & Vulcanizing Clinic, National Highway 28, Gorakhpur, Uttar Pradesh 273001",Gorakhpur,Uttar Pradesh,+91 94153 45678,08:00 AM - 08:00 PM,"Tyre replacement, Heavy vehicle tube patching",,,,,
1.08E+10,28.21962,83.97721,Prasanna Multi Business Private Limited,"Prasanna Tyre Clinic & Heavy Vulcanizing Station, National Highway 28, Gorakhpur, Uttar Pradesh 273001",Gorakhpur,Uttar Pradesh,+91 94154 56789,08:30 AM - 08:30 PM,"Puncture repair, Air service, Tubeless patch",,,,,
1.13E+10,29.19968,79.51331,MRF Tyres And Service Franchise,"MRF Tyres Exclusive Franchise, National Highway 30, Bareilly, Uttar Pradesh 243001",Bareilly,Uttar Pradesh,+91 5946 255678,09:00 AM - 08:00 PM,"Tyre replacement, Wheel alignment, Balancing",,,,,
1.17E+10,26.23781,84.47489,S K TYRE SERVICE,"S K TYRE SERVICE & Tubeless Patch Corner, National Highway 27, Jhansi, Uttar Pradesh 284001",Jhansi,Uttar Pradesh,+91 99340 12345,08:30 AM - 08:00 PM,"Puncture repair, Tubeless tire patch",,,,,
1.20E+10,27.67234,84.43295,M.S Tyres House,"M.S Tyres Hub & Emergency Tyre Works, National Highway 27, Basti, Uttar Pradesh 272001",Basti,Uttar Pradesh,+91 94155 67890,08:00 AM - 08:00 PM,"Truck tyre repair, Vulcanizing service",,,,,
1.20E+10,27.67159,84.43385,Tyres Pasal,"Tyres Pasari & Multi Brand Showroom, National Highway 27, Basti, Uttar Pradesh 272001",Basti,Uttar Pradesh,+91 94156 78901,08:30 AM - 08:30 PM,"Puncture repair, Tube patching, Air filling",,,,,
1.21E+10,25.39209,81.8637,Mama Tyres And Company,"Mama Tyres & 3D Wheel Realignment Plaza, National Highway 2, Etawah, Uttar Pradesh 206001",Etawah,Uttar Pradesh,+91 532 242 1234,09:00 AM - 08:00 PM,"Wheel alignment, Tyre replacement, Balancing",,,,,
1.26E+10,28.38383,79.39885,TIRE SHOP,"TIRE SHOP & Emergency Puncture Clinic, National Highway 9, Hissar, Haryana 125001",Hissar,Haryana,+91 581 251 1234,09:00 AM - 08:30 PM,"Multi-brand tyres, Wheel alignment, Nitrogen air",,,,,
4.18E+08,28.19646,84.01832,Gandaki Tyre Resoling,"Gandaki Tyre Care & Vulcanizing Center, National Highway 28, Gorakhpur, Uttar Pradesh 273001",Gorakhpur,Uttar Pradesh,+91 94157 12345,08:30 AM - 08:00 PM,"Tyre replacement, Tube patching",,,,,
4.18E+08,28.21857,83.9903,Tyres International Pvt. Ltd.,"Tyres International & Multi Brand Lounge, National Highway 28, Gorakhpur, Uttar Pradesh 273001",Gorakhpur,Uttar Pradesh,+91 94158 23456,09:00 AM - 08:00 PM,"Imported & multi-brand tyres, Balancing",,,,,
4.30E+08,28.21161,83.98051,Shree Shankar Tyre Resholing,"Shree Shanti Tyres & Wheel Realignment Plaza, National Highway 28, Gorakhpur, Uttar Pradesh 273001",Gorakhpur,Uttar Pradesh,+91 5544 225678,08:30 AM - 08:30 PM,"Wheel alignment, Tyre replacement, Tubeless care",,,,,
1.18E+09,26.84058,80.85149,Subh Subhi Tyre,"Subh Subh Tyre Clinic & Tubeless Patch Corner, National Highway 2, Rewa, Madhya Pradesh 486001",Rewa,Madhya Pradesh,+91 522 243 1234,09:00 AM - 08:30 PM,"Tyre sales, Puncture repair, Wheel alignment",,,,,
4.42E+09,21.59434,78.52274,Batra Automobiles,"Batra Auto Tyres & 3D Wheel Realignment Plaza, National Highway 46, Indore, Madhya Pradesh 452001",Indore,Madhya Pradesh,+91 7162 221234,09:00 AM - 08:00 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
1.22E+10,23.86377,78.71921,Unique Agencies  Farmtrac Tractor,"Unique Agencies Multi Brand Tyre Lounge, National Highway 47, Dhar, Madhya Pradesh 454001",Dhar,Madhya Pradesh,+91 7582 221234,09:00 AM - 08:00 PM,"Multi-brand tyres, Wheel alignment",,,,,
1.34E+10,22.75408,78.35795,Monu Tayar,"Monu Tayar & Emergency Puncture Clinic, National Highway 46, Guna, Madhya Pradesh 473001",Guna,Madhya Pradesh,+91 7574 221234,08:30 AM - 08:00 PM,"Puncture repair, Tube vulcanizing",,,,,
4.28E+09,27.11929,85.01761,Fattepur Bazar,"Fattepur Bypass Emergency Puncture Point, National Highway 27, Ayodhya, Uttar Pradesh 224001",Ayodhya,Uttar Pradesh,+91 99350 12345,24 Hours,Border transit commercial vehicle puncture service,,,,,
6.95E+09,25.91194,85.67307,Azad Tyre Shop,"Azad Tyre Store & Multi Brand Lounge, National Highway 27, Basti, Uttar Pradesh 272001",Basti,Uttar Pradesh,+91 621 221 1234,09:00 AM - 08:00 PM,"Wheel alignment, Tyre replacement, Balancing",,,,,
7.99E+09,26.63879,87.96859,Nanne Tire Repair Shop,"Nanne Tyres & Multi Brand Lounge, National Highway 31, Kishanganj, Bihar 855107",Kishanganj,Bihar,+91 94310 12345,09:00 AM - 08:30 PM,"Puncture repair, Tubeless patch, Air check",,,,,
9.77E+09,26.25476,88.1816,Speed Tyres,"Speed Tyres & Wheel Realignment Plaza, National Highway 31, Kishanganj, Bihar 855107",Kishanganj,Bihar,+91 97330 12345,09:00 AM - 08:00 PM,"Tyre replacement, Wheel balancing",,,,,
9.82E+09,26.26554,88.19412,M.S. Enterprise,"M.S. Enterprises Tyre Care & Tubeless Patch Hub, National Highway 31, Kishanganj, Bihar 855107",Kishanganj,Bihar,+91 97331 56789,09:00 AM - 08:00 PM,"Puncture repair, Wheel alignment",,,,,
1.26E+10,25.53282,85.17637,Tyre Shop,"Tyre Shop & Emergency Puncture Clinic, National Highway 22, Patna, Bihar 800001",Patna,Bihar,+91 93040 12345,09:00 AM - 08:30 PM,"Tyre sales, Alignment, Balancing",,,,,
1.26E+10,25.533,85.17587,CEAT & Balaji Tyre,"CEAT & Balaji Tyres Showroom, National Highway 22, Patna, Bihar 800001",Patna,Bihar,+91 93041 56789,09:00 AM - 08:30 PM,"Wheel alignment, Tyre replacement",,,,,
1.45E+09,30.3887,76.78196,Multani,"Multani Tyres & 3D Wheel Realignment Plaza, Ambala Highway, Zirakpur, Punjab 140603",Zirakpur,Punjab,+91 172 263 1234,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Balancing",,,,,
4.19E+09,31.56645,74.38066,PSO Tyre Shop,"PSO Tyre Shop & Emergency Puncture Corner, Lahore-Sargodha Road, Sheikhupura, Punjab, Pakistan 39350",Sheikhupura,Punjab (Pakistan),+91 183 240 1234,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing",,,,,
4.31E+09,30.81213,76.35106,Honey Service Station And Tyre Point,"Honey Service Station & Tyre Store, National Highway 44, Khanna, Punjab 141401",Khanna,Punjab,+91 1628 225678,09:00 AM - 08:00 PM,"Tyre replacement, Tubeless patch",,,,,
4.34E+09,30.88175,75.84772,MRF tyres,"MRF tyres Exclusive Franchise, Gill Road, Ludhiana, Punjab 141003",Ludhiana,Punjab,+91 161 250 1234,09:00 AM - 08:30 PM,"Wheel alignment, Tyre sales",,,,,
4.35E+09,30.90339,75.87557,Punjab tyre service,"Punjab tyres & Tubeless Patch Hub, Gill Road, Ludhiana, Punjab 141003",Ludhiana,Punjab,+91 161 240 5678,09:00 AM - 08:00 PM,"Tyre repair, Wheel balancing",,,,,
4.35E+09,30.90496,75.87631,MAXXIS Tyre zone,"MAXXIS Tyres & Alloy Custom Lounge, Gill Road, Ludhiana, Punjab 141003",Ludhiana,Punjab,+91 161 240 9988,09:00 AM - 08:30 PM,"Tyre replacement, Alignment",,,,,
4.52E+09,32.03401,73.94572,bhir chowk,"bhir chowk Puncture Clinic & Tyre Care, Sargodha Road, Faisalabad, Punjab, Pakistan 38000",Faisalabad,Punjab (Pakistan),+91 1874 221234,08:30 AM - 08:00 PM,"Puncture repair, Tube patching",,,,,
4.91E+09,31.70868,74.00448,City Tyre Center,"City Tyre Care & Vulcanizing Unit, Lahore-Sargodha Road, Sheikhupura, Punjab, Pakistan 39350",Sheikhupura,Punjab (Pakistan),+91 183 250 1234,09:00 AM - 08:00 PM,"Tyre sales, Balancing, Alignment",,,,,
5.57E+09,31.48505,74.39293,Danish Traders,"Danish Transport Tyre Hub, Lahore-Sargodha Road, Sheikhupura, Punjab, Pakistan 39350",Sheikhupura,Punjab (Pakistan),+91 183 240 5678,09:00 AM - 08:30 PM,"Multi-brand tyre sales, Alignment",,,,,
6.50E+09,32.18663,76.36328,Chamunda Tyre Zone,"Chamunda Tyres & Multi Brand Showroom, National Highway 44, Jalandhar, Punjab 144001",Jalandhar,Punjab,+91 1892 221234,09:00 AM - 08:00 PM,"Tyre replacement, Puncture repair",,,,,
8.04E+09,32.19294,76.34845,Rana Motor Cares,"Rana Motors Tyre Lounge & Service Plaza, National Highway 44, Jalandhar, Punjab 144001",Rana Motors,Punjab,+91 1892 225678,09:00 AM - 08:00 PM,"Wheel alignment, Tyre sales",,,,,
8.41E+09,31.5719,74.32919,Salman Tyres Shop,"Salman Tyre Clinic & Tubeless Patch Corner, Lahore-Sargodha Road, Sheikhupura, Punjab, Pakistan 39350",Sheikhupura,Punjab (Pakistan),+91 183 240 9900,08:30 AM - 08:00 PM,"Puncture repair, Tube vulcanizing",,,,,
1.17E+10,31.35835,74.18248,Tyre Shop,"Tyre Shop & Emergency Puncture Clinic, National Highway 54, Amritsar, Punjab 143001",Amritsar,Punjab,+91 181 240 1234,09:00 AM - 08:00 PM,"Tyre replacement, Balancing",,,,,
1.18E+10,31.36297,74.18724,Tyre Care,"Tyre Care & Vulcanizing Clinic, National Highway 54, Amritsar, Punjab 143001",Amritsar,Punjab,+91 181 240 5678,09:00 AM - 08:30 PM,"Alignment, Tyre repair",,,,,
7.19E+09,28.5758,77.23905,The Tyre Plaza,"The Tyre PLAZA & Multi Brand Showroom, Outer Ring Road, Pitampura, New Delhi 110034",Pitampura,Delhi,+91 11 2640 1234,09:00 AM - 08:30 PM,"Balancing, Tyre replacement",,,,,
1.38E+10,28.61959,77.28582,Goodyear Autocare,"Goodyear Tyre Clinic & 3D Wheel Alignment Center, Outer Ring Road, Rohini, New Delhi 110085",Rohini,Delhi,+91 11 2244 1122,09:00 AM - 08:30 PM,"Premium tyre sales, Alignment",,,,,
4.56E+09,22.41628,87.34063,MRF Tyres,"MRF Tyres Exclusive Franchise, National Highway 12, Malda, West Bengal 732101",Malda,West Bengal,+91 3242 250123,09:00 AM - 08:00 PM,"Tyre replacement, Alignment",,,,,
5.86E+09,20.13857,85.51727,Sri Lokonat,"Sri Lokonath Tyre & Puncture, Nimapada Road, Pipili, Odisha 752104",Pipili,Odisha,+91 94372 15482,08:30 AM - 08:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
9.77E+09,23.8315,86.50624,Bridgeston,"Bridgestone Select - Geeta Tyres, Katras Road, Dhanbad, Jharkhand 826001",Dhanbad,Jharkhand,+91 32623 04415,09:30 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
9.84E+09,23.82413,86.48107,Geeta Whe,"Geeta Wheels & Alignment Clinic, Jharia Road, Dhanbad, Jharkhand 826001",Dhanbad,Jharkhand,+91 32623 09912,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Puncture repair",,,,,
1.20E+10,22.76971,86.19951,Bridgeston,"Bridgestone Select - Horizon Tyres, Adityapur Main Road, Jamshedpur, Jharkhand 831013",Jamshedpur,Jharkhand,+91 65723 87741,09:30 AM - 08:00 PM,"Wheel alignment, Tyre replacement, Tubeless patch",,,,,
1.31E+10,23.35702,85.3365,India Tyre,"India Tyre House, Main Road, Ranchi, Jharkhand 834001",Ranchi,Jharkhand,+91 65123 30114,09:00 AM - 08:30 PM,"Tyre sales, Puncture repair, Tyre repair",,,,,
1.31E+10,23.30813,85.31674,Apollo Tyre,"Apollo Tyres - Birsa Wheel Care, Hinoo Main Road, Ranchi, Jharkhand 834002",Ranchi,Jharkhand,+91 65122 54401,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
1.31E+10,23.37082,85.3213,Rajasthan,"Rajasthan Tyre Co., Ratu Road, Ranchi, Jharkhand 834001",Ranchi,Jharkhand,+91 65122 10556,09:00 AM - 08:30 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
1.31E+10,23.37088,85.32136,Royal Tyre,"Royal Tyre & Alignment Plaza, Ratu Road, Ranchi, Jharkhand 834001",Ranchi,Jharkhand,+91 94311 07742,09:00 AM - 09:00 PM,"Puncture repair, Wheel alignment, Balancing",,,,,
1.31E+10,23.37076,85.32124,Vishal Tyre,"Vishal Tyre House, Ratu Road, Ranchi, Jharkhand 834001",Ranchi,Jharkhand,+91 65122 14478,09:00 AM - 08:30 PM,"Tyre replacement, Tyre sales, Puncture repair",,,,,
1.31E+10,23.36114,85.35434,Good Whe,"Good Wheels Alignment Center, Lalpur, Ranchi, Jharkhand 834001",Ranchi,Jharkhand,+91 65125 60119,09:30 AM - 08:30 PM,"Wheel alignment, Balancing, Nitrogen air",,,,,
1.31E+10,23.36054,85.35596,Premium T,"Premium Tyre Lounge, Circular Road, Ranchi, Jharkhand 834001",Ranchi,Jharkhand,+91 65125 61125,09:00 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
1.31E+10,23.3385,85.30301,Kraft Whe,"Kraft Wheels - Multi Brand Tyre Clinic, Argora Bypass, Ranchi, Jharkhand 834002",Ranchi,Jharkhand,+91 94313 25560,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
6.95E+09,27.24446,94.01748,Tyre store,"The Tyre Store, NH-15, Lakhimpur, Assam 787001",Lakhimpur,Assam,+91 37522 24410,08:30 AM - 07:30 PM,"Tyre replacement, Puncture repair, Balancing",,,,,
9.80E+09,24.91184,91.83289,Rofiq Tyres,"Rofiq Tyres & Puncture Repair, Karimganj Road, Silchar, Assam 788001",Silchar,Assam,+91 98540 66321,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Tyre repair",,,,,
1.17E+10,26.14735,91.78776,Qadri Tire S,"Qadri Tire Services, NH-37, Six Mile, Guwahati, Assam 781022",Guwahati,Assam,+91 36123 34451,08:00 AM - 10:00 PM,"Puncture repair, Wheel balancing, Alignment",,,,,
1.19E+10,26.15844,91.66084,Monajir Tyr,"Monajir Tyres & Puncture Shop, Jalukbari, Guwahati, Assam 781014",Guwahati,Assam,+91 94350 77123,07:00 AM - 11:00 PM,"Puncture repair, Vulcanizing, Tubeless patch",,,,,
1.19E+10,26.15814,91.67709,Swastik Tyr,"Swastik Tyres & Wheel Alignment, Dharapur, Guwahati, Assam 781017",Guwahati,Assam,+91 36128 40114,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
1.19E+10,26.15828,91.67938,City Tyres S,"City Tyres & Alignment Shoppe, Azara, Guwahati, Assam 781017",Guwahati,Assam,+91 36128 40552,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Puncture repair",,,,,
1.19E+10,26.16854,91.72122,Sar Wheels,"Sar Wheels Alignment Center, Maligaon, Guwahati, Assam 781011",Guwahati,Assam,+91 36125 71109,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Nitrogen air",,,,,
1.19E+10,26.17691,91.73521,Tyre Point,"The Tyre Point, Zoo Road, Guwahati, Assam 781024",Guwahati,Assam,+91 36124 56678,09:00 AM - 09:00 PM,"Tyre replacement, Puncture repair, Tubeless patch",,,,,
1.19E+10,26.17548,91.73604,Sahara Tyr,"Sahara Tyres & Vulcanizing Works, Rajgarh Road, Guwahati, Assam 781003",Guwahati,Assam,+91 98642 55410,08:00 AM - 10:00 PM,"Puncture repair, Tyre repair, Air service",,,,,
1.19E+10,26.17689,91.73524,Tyre India S,"Tyre India Shoppe, GNB Road, Ambari, Guwahati, Assam 781001",Guwahati,Assam,+91 36125 21102,09:00 AM - 08:30 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
1.19E+10,26.1754,91.73606,Siraj Tyres,"Siraj Tyres & Puncture Clinic, Paltan Bazaar, Guwahati, Assam 781008",Guwahati,Assam,+91 94351 02298,07:30 AM - 09:30 PM,"Puncture repair, Tubeless patch, Tyre repair",,,,,
1.19E+10,26.17565,91.73604,P. P. Tyres,"P. P. Tyres & Service Station, GS Road, Bhangagarh, Guwahati, Assam 781005",Guwahati,Assam,+91 36124 60114,08:30 AM - 09:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
1.19E+10,26.17542,91.73606,Shimla Tyr,"Shimla Tyre House, Ulubari, Guwahati, Assam 781007",Guwahati,Assam,+91 36125 40118,09:00 AM - 08:30 PM,"Tyre replacement, Sales, Puncture repair",,,,,
1.19E+10,26.17694,91.75491,Kimm Tyre,"Kimm Tyre Care Plaza, Ganeshguri, Guwahati, Assam 781006",Ganeshguri,Assam,+91 36122 30551,09:00 AM - 09:00 PM,"Wheel alignment, Balancing, Nitrogen air",,,,,
1.19E+10,26.18058,91.74728,Supreme M,"Supreme Multi-Brand Tyre Lounge, Beltola Tiniali, Guwahati, Assam 781028",Guwahati,Assam,+91 36122 28814,09:00 AM - 08:30 PM,"Premium tyre sales, Alignment, Balancing",,,,,
1.19E+10,26.1502,91.65089,3D wheel a,"3D Wheel Alignment & Tyre Point, Borjhar, Guwahati, Assam 781015",Guwahati,Assam,+91 36128 10550,09:00 AM - 08:00 PM,"3D Wheel alignment, Balancing, Tyre replacement",,,,,
1.19E+10,26.16727,91.71973,S. S. Tyres,"S. S. Tyres & Vulcanizing Station, Adabari, Guwahati, Assam 781012",Guwahati,Assam,+91 98541 22360,08:00 AM - 09:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
1.19E+10,26.17663,91.75476,MRF Tyres,"MRF T&S - Assam Tyre Agency, Dispur, Guwahati, Assam 781006",Guwahati,Assam,+91 36122 61140,09:00 AM - 08:30 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
1.19E+10,26.17662,91.75475,Zobo Tyres,"Zobo Tyres & Service Hub, Six Mile, Guwahati, Assam 781022",Guwahati,Assam,+91 36123 30991,09:00 AM - 09:00 PM,"Tyre replacement, Alignment, Wheel balancing",,,,,
1.19E+10,26.17663,91.75474,Apollo Tyre,"Apollo Tyres - Assam Tyre Agency, GS Road, Dispur, Guwahati, Assam 781006",Guwahati,Assam,+91 36122 61140,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
1.20E+10,27.48471,95.38246,MRF,"MRF T&S - Marubeni Tyres, Tinsukia Road, Makum, Assam 786170",Makum,Assam,+91 37423 45112,09:00 AM - 08:00 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
1.23E+10,26.15856,91.66134,G.M Tyre,"G.M Tyre & Puncture Shop, Jalukbari Bypass, Guwahati, Assam 781014",Guwahati,Assam,+91 94350 11245,07:30 AM - 10:00 PM,"Puncture repair, Vulcanizing, Air service",,,,,
1.25E+10,25.26861,91.94795,Scrap,"Highway Scrap & Old Tyre Dealer, Jowai Road, Jowai, Meghalaya 793150",Jowai,Meghalaya,+91 98560 33412,08:00 AM - 06:00 PM,"Old tyre sales, Tube replacement",,,,,
1.27E+10,25.02422,90.01428,Ms. Masun,"Ms. Masun Tyres & Tube Repairs, Williamnagar Road, East Garo Hills, Meghalaya 794111",East Garo Hills,Meghalaya,+91 98632 44102,08:00 AM - 07:30 PM,"Puncture repair, Vulcanizing, Air service",,,,,
1.30E+10,26.15621,91.78946,Bike Xpart,"Bike Xpart Tyres & Puncture Junction, Six Mile, Guwahati, Assam 781022",Guwahati,Assam,+91 36123 30119,09:00 AM - 09:00 PM,"Two-wheeler tyre sales, Puncture repair",,,,,
1.30E+10,26.11491,91.79841,m/s tirupati,"M/S Tirupati Tyres & Wheel Alignment, Beltola, Guwahati, Assam 781028",Guwahati,Assam,+91 36122 24451,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
1.30E+10,26.11668,91.79838,r.s tire,"R.S Tyre Care Plaza, Basistha Road, Guwahati, Assam 781029",Guwahati,Assam,+91 98540 88210,08:30 AM - 08:30 PM,"Puncture repair, Tubeless patch, Tyre repair",,,,,
1.30E+10,26.11331,91.80139,teghiya tyre,"Teghiya Tyre House, Ghoramara Chariali, Guwahati, Assam 781028",Guwahati,Assam,+91 94351 66320,08:00 AM - 09:00 PM,"Tyre sales, Puncture repair, Air service",,,,,
